distance_km,budget_limit,num_people,rainfall_mm,road_access_rating,transport_mode
198.71,8143.59,3,10.44,1,car
117.94,4881.23,3,12.59,3,bus
8.24,3135.55,3,10.06,2,auto
282.13,3310.83,1,7.17,3,bus
266.33,1221.49,1,2.75,5,bus
10.01,3010.83,2,9.73,3,auto
167.59,4647.32,2,19.15,3,car
10.19,817.11,3,6.22,2,auto
215.87,2381.19,2,6.31,4,bus
212.58,2230.64,4,4.61,5,bus
217.91,5140.17,4,7.52,5,bus
182.61,14155.79,3,14.3,3,car
8.6,2867.51,2,13.32,2,auto
2.51,578.57,1,2.51,5,bike
4.17,1387.49,1,4.15,3,bike
140.68,3297.34,3,16.65,4,bus
42.87,1979.76,2,18.3,4,bus
56.9,6725.44,3,6.76,1,car
5.36,2025.83,1,2.18,5,bike
3.09,2238.54,1,7.86,2,bike
14.72,2140.34,1,5.49,4,bike
12.78,2616.02,2,1.24,2,bike
9.72,3287.86,2,10.86,3,auto
218.13,1477.96,2,17.99,3,bus
322.45,8146.43,4,20.07,5,car
23.88,3922.2,1,6.18,4,bus
272.27,24175.29,5,17.52,2,car
3.98,2865.49,1,0.91,2,bike
105.8,3498.1,5,8.53,3,bus
249.49,4996.86,4,12.12,5,bus
76.35,5006.06,5,6.78,4,bus
237.82,18507.92,3,0.01,5,car
262.76,4011.71,1,9.76,4,bus
16.92,2541.61,1,9.25,2,auto
102.87,21616.65,5,7.01,1,car
10.86,2624.92,1,11.13,5,auto
3.87,2919.99,1,1.6,5,bike
188.39,2526.49,4,16.1,3,bus
254.97,18057.09,2,4.69,5,car
288.73,22081.19,3,24.73,3,car
4.5,2331.19,2,4.55,5,auto
15.43,812.22,1,11.11,2,auto
8.52,2302.48,1,3.15,2,auto
220.3,2220.14,3,8.22,4,bus
182.62,5179.44,2,6.12,3,bus
87.4,7851.51,3,6.31,4,car
49.58,4657.83,5,6.45,3,bus
13.24,500.47,1,3.12,3,bike
13.74,3240.31,3,0.46,4,auto
24.49,5336.58,5,17.21,4,bus
66.55,2708.82,1,19.4,3,bus
9.85,2100.98,3,9.06,3,auto
16.91,2070.45,1,9.26,5,auto
11.18,2129.93,3,13.53,3,auto
278.76,15368.04,4,5.3,4,car
27.93,22456.5,2,7.84,4,car
325.55,17617.55,3,5.18,4,car
248.66,4983.57,4,10.11,3,bus
11.98,1675.65,2,1.23,4,auto
14.58,2605.3,1,3.75,4,bike
11.93,3175.21,1,2.92,5,auto
279.33,11370.49,3,24.92,1,car
212.87,3483.71,4,2.65,4,bus
9.54,2918.12,2,11.31,3,auto
11.6,1444.63,1,1.64,2,bike
13.43,2277.49,3,10.42,4,auto
72.32,22338.34,2,20.31,1,car
5.66,3860.22,1,10.19,2,auto
13.23,904.41,1,4.6,5,bike
10.57,1614.76,1,7.98,2,bike
4.75,3911.74,2,2.39,4,auto
14.34,2886.08,3,14.63,4,auto
6.25,2756.68,2,4.76,3,auto
15.33,2528.95,3,6.47,5,auto
10.29,512.65,1,4.39,3,bike
158.17,5154.28,2,14.6,3,bus
28.09,17409.42,5,22.33,3,car
12.81,2779.55,2,0.89,5,auto
3.35,2057.93,1,0.25,3,auto
17.26,3621.17,2,12.51,3,auto
247.26,2322.63,2,19.68,3,bus
132.33,23259.07,2,6.73,2,car
7.05,1228.07,1,1.12,5,bike
195.19,3477.39,5,2.51,5,bus
72.77,16172.28,4,14.47,5,car
11.55,2472.02,1,6.17,5,bike
288.63,24151.44,2,21.01,5,car
308.25,12725.36,2,19.35,1,car
6.58,2806.56,1,0.11,5,bike
283.61,1784.84,3,1.22,5,bus
193.67,3149.84,5,6.85,5,bus
13.74,2823.16,2,5.85,3,auto
69.15,23022.84,4,27.45,1,car
3.52,1093.86,2,1.45,2,bike
299.85,4610.23,4,14.55,5,bus
299.89,12700.87,4,5.97,1,car
13.1,1895.35,1,0.27,3,bike
1.78,2605.79,1,0.15,2,bike
143.99,4812.71,5,2.61,4,bus
22.07,3291.11,5,7.82,5,bus
9.19,2674.77,2,1.08,5,auto
4.42,2932.53,1,7.14,4,bike
16.58,5520.18,2,22.9,5,car
10.97,2810.96,2,3.8,2,auto
15.7,1941.66,2,4.43,5,auto
177.25,1768.66,5,6.63,5,bus
254.23,4169.51,2,13.34,5,bus
144.2,5224.95,4,9.51,5,bus
3.13,1600.81,1,0.67,5,bike
13.88,1581.32,2,5.78,3,auto
12.05,2341.98,2,14.24,4,auto
11.45,2147.59,1,0.84,2,bike
9.41,2203.32,1,5.95,3,auto
14.58,734.75,1,3.55,2,bike
10.32,1978.24,1,4.49,4,bike
4.48,3823.16,2,13.24,4,auto
6.18,1105.4,1,3.76,3,bike
17.87,1741.02,1,11.48,3,auto
243.0,6546.56,4,19.31,1,car
10.66,3951.51,3,6.79,3,auto
236.23,19338.69,3,9.99,5,car
7.8,2800.74,1,4.93,3,bike
7.48,1230.64,1,12.47,4,auto
3.59,1468.37,3,6.21,4,auto
4.08,871.76,2,11.76,4,auto
317.0,9678.05,4,19.16,5,car
101.58,2878.28,5,17.52,4,bus
279.23,3969.97,4,1.85,4,bus
8.26,1993.19,1,2.08,4,bike
69.09,1045.51,3,11.38,4,bus
155.81,1384.31,5,10.36,3,bus
17.48,2207.17,1,11.97,3,auto
146.16,18979.76,2,29.48,2,car
12.23,1697.68,1,3.37,3,bike
4.39,787.09,1,2.31,2,bike
14.57,2777.38,2,13.11,5,auto
3.23,2146.44,2,14.06,3,auto
273.25,1003.36,2,11.72,4,bus
14.5,3872.54,2,12.83,5,auto
14.36,2800.66,2,0.76,2,auto
158.87,13884.82,5,11.07,5,car
5.88,2330.43,1,10.65,5,auto
276.95,7268.61,2,0.09,5,car
9.48,2815.75,1,7.32,2,bike
13.75,1244.9,1,5.58,2,bike
32.46,2301.12,3,3.22,4,bus
212.27,2096.27,4,5.5,3,bus
73.99,19609.99,5,15.31,4,car
17.63,2095.12,1,0.99,5,auto
3.23,813.4,2,9.63,4,auto
312.85,21749.74,2,0.95,4,car
3.67,591.37,1,4.52,3,bike
275.58,3746.63,5,6.35,5,bus
12.81,2067.2,1,2.38,4,auto
213.97,7116.44,4,4.32,4,car
76.36,16375.0,3,8.35,3,car
5.65,1589.13,2,11.21,4,auto
14.79,2597.25,1,7.37,4,bike
9.49,1994.31,1,5.24,4,bike
13.64,2630.66,1,4.75,2,bike
247.09,22290.32,4,22.95,5,car
161.74,22081.7,2,2.77,3,car
250.54,10121.17,5,2.71,5,car
331.09,4879.49,4,8.77,5,car
13.54,3561.22,1,10.76,4,auto
180.05,11118.87,4,29.76,4,car
163.3,4462.49,2,10.05,3,bus
10.94,1285.88,1,6.57,5,bike
10.58,719.67,1,0.02,2,bike
260.33,3086.3,5,18.94,4,bus
163.88,4584.9,5,16.2,3,bus
1.08,2538.65,1,5.83,2,bike
158.22,19389.61,5,10.21,3,car
106.89,3265.05,1,12.91,4,bus
260.91,4646.28,2,4.49,3,car
12.02,2364.47,2,14.91,5,auto
135.0,7137.39,3,19.78,1,car
7.53,1873.95,3,12.85,4,auto
124.14,21157.01,3,0.01,5,car
124.71,4988.3,1,3.04,5,bus
75.91,5804.12,3,18.49,5,car
62.85,20049.28,2,17.11,1,car
8.31,2730.67,3,7.04,3,auto
136.19,4217.26,2,15.51,2,car
11.14,2372.9,1,0.82,3,bike
8.66,2444.32,3,13.35,2,auto
79.15,12110.96,3,13.37,2,car
10.38,610.41,1,7.99,3,bike
3.61,2731.4,1,6.46,5,bike
186.72,15848.09,2,24.68,3,car
8.92,2949.12,1,5.6,3,bike
325.61,16360.31,3,6.41,3,car
53.98,5436.7,2,7.1,3,bus
10.1,1411.74,1,3.85,4,bike
8.11,2239.53,2,2.61,5,bike
12.48,3436.06,1,11.65,4,auto
239.82,1880.71,2,12.97,3,bus
283.45,4018.89,2,9.06,4,bus
9.37,583.46,1,5.86,5,bike
70.89,4980.38,5,7.15,4,car
150.28,8509.63,5,19.72,3,car
5.53,3122.32,2,11.09,3,auto
244.0,4059.69,2,28.11,5,car
16.22,2542.42,1,3.83,5,auto
217.08,10837.2,4,25.14,3,car
112.23,4120.2,2,8.88,5,bus
258.14,4333.91,1,6.52,3,bus
96.63,5410.02,1,5.37,5,bus
239.6,10065.63,5,27.44,1,car
314.78,4508.33,3,12.71,5,car
136.87,1649.4,4,0.33,4,bus
217.47,8169.4,3,5.92,2,car
4.26,2626.81,1,4.18,5,auto
168.51,9510.74,5,27.15,3,car
14.14,953.08,1,5.93,3,bike
14.08,2677.2,3,1.2,4,auto
104.9,5349.51,3,5.17,3,bus
6.68,1863.06,1,0.62,4,auto
86.3,18043.82,5,15.19,5,car
4.55,1873.99,1,3.52,2,auto
11.47,1330.88,1,5.44,3,auto
14.01,1891.91,1,2.24,5,bike
217.71,12310.64,4,11.44,1,car
286.71,5839.09,5,26.42,3,car
9.16,2317.72,2,8.06,2,auto
47.86,4449.68,3,17.37,4,bus
265.59,2094.31,5,13.43,4,bus
154.02,10865.78,3,16.84,4,car
4.33,1500.56,1,0.66,2,bike
196.36,2619.05,3,19.41,4,bus
204.23,4707.53,3,10.94,5,bus
14.18,3842.47,2,4.47,2,auto
194.4,15415.51,3,13.07,4,car
182.88,4448.56,5,10.75,5,bus
1.61,2986.38,1,2.24,3,bike
1.07,2937.67,1,5.78,3,bike
2.16,1786.64,2,6.26,5,bike
297.91,16229.51,4,25.45,4,car
6.9,830.69,2,5.53,2,bike
269.84,7147.12,2,14.2,4,car
113.64,3336.91,2,16.26,3,bus
182.18,23562.24,2,25.39,5,car
5.26,744.18,1,3.52,4,bike
280.89,5486.27,2,4.17,3,bus
20.11,8622.71,3,1.67,4,car
25.12,5068.61,3,0.01,3,bus
9.52,1373.77,1,1.21,5,bike
8.23,2766.28,1,5.3,5,bike
106.5,2659.26,5,16.22,3,bus
3.3,3976.26,1,14.83,4,auto
16.79,19713.01,2,27.85,3,car
11.18,2057.26,1,8.75,3,auto
331.62,9936.01,3,16.62,2,car
45.03,24143.94,5,5.27,3,car
8.32,3849.27,3,5.89,3,auto
8.21,1983.85,1,5.17,5,bike
189.82,5557.7,3,28.32,5,car
8.58,2907.48,1,5.06,3,bike
136.98,17427.11,5,18.91,4,car
26.91,2831.04,3,10.67,5,bus
37.81,3482.6,2,0.99,4,bus
14.75,780.1,1,7.76,5,bike
14.78,2169.8,1,1.33,3,bike
7.31,3536.1,1,1.07,5,auto
185.59,17178.68,5,13.12,2,car
233.02,24325.11,2,18.55,3,car
15.92,1218.09,2,1.87,2,auto
161.14,24410.97,3,2.39,3,car
11.32,3399.92,2,4.59,2,auto
7.45,2661.41,1,3.04,3,bike
303.12,6575.19,5,28.46,3,car
192.22,1790.52,4,5.96,5,bus
6.08,2114.79,1,2.85,2,bike
140.39,8857.6,3,8.43,3,car
177.57,15382.7,3,14.63,5,car
2.38,2150.76,1,2.12,3,bike
16.53,2068.2,1,2.15,4,auto
339.3,19812.71,4,21.94,2,car
14.24,2947.38,2,8.24,2,auto
29.09,4345.09,3,19.91,4,bus
4.95,1476.82,1,2.98,4,bike
130.37,4816.91,5,16.11,4,bus
6.07,1951.47,1,0.1,2,bike
284.38,5479.8,5,9.37,3,bus
144.5,1121.87,5,9.84,4,bus
17.86,2542.34,3,1.13,2,auto
8.49,1083.04,1,3.79,3,bike
13.97,1281.95,1,6.96,3,auto
120.51,10434.37,2,28.74,3,car
14.26,2123.77,2,8.69,5,auto
8.79,2302.03,1,7.91,5,bike
68.84,24543.57,2,19.6,3,car
11.06,3204.65,1,7.7,4,auto
8.82,1063.85,1,5.21,2,bike
11.15,1983.2,1,3.83,4,bike
273.09,14491.99,5,23.59,2,car
14.39,2343.77,1,2.37,4,bike
11.81,1800.41,2,4.42,2,bike
210.76,4221.93,4,7.62,5,bus
6.32,1975.74,1,4.99,3,bike
27.25,2283.45,1,1.06,3,bus
11.66,3562.03,3,2.6,2,auto
11.62,2240.05,1,6.53,3,bike
140.5,2441.34,1,14.42,5,bus
154.1,16916.92,3,12.95,5,car
278.2,18143.85,5,19.09,3,car
85.75,10576.82,4,26.65,3,car
192.84,5085.4,2,29.99,1,car
47.78,2928.9,5,6.64,3,bus
291.42,14190.37,3,25.92,3,car
214.15,5457.89,3,6.59,5,bus
12.4,2038.05,1,4.99,5,bike
287.56,4751.09,2,4.75,1,car
8.52,1315.9,2,14.57,2,auto
79.06,10567.56,4,0.85,2,car
10.87,1995.72,1,0.61,3,bike
6.72,3614.39,2,1.43,4,auto
7.24,749.94,1,2.67,5,bike
10.59,906.54,2,6.58,3,bike
16.73,2670.24,2,4.03,5,auto
135.65,24332.37,2,5.57,2,car
12.81,921.88,2,10.47,5,auto
81.03,22382.63,5,8.09,4,car
254.16,14080.39,2,0.94,2,car
68.8,11154.39,2,5.12,3,car
42.81,1870.03,1,6.31,5,bus
193.07,3292.79,1,1.53,5,bus
335.85,5631.96,2,6.02,5,car
103.84,1450.7,4,15.63,4,bus
172.99,18930.75,3,3.82,1,car
9.84,624.61,2,7.28,5,bike
291.13,15861.67,3,23.22,1,car
262.22,3703.56,1,5.7,5,bus
70.18,18472.01,4,3.6,1,car
99.54,5476.49,5,0.53,5,bus
125.34,16343.7,4,3.83,5,car
197.54,9953.65,4,16.64,4,car
196.76,8893.94,5,24.32,3,car
255.91,3253.94,3,6.82,3,bus
13.3,2509.73,2,6.44,2,auto
141.06,11626.97,4,24.17,3,car
92.91,4772.8,5,13.5,5,bus
315.33,24636.28,5,7.73,4,car
240.05,12281.16,2,20.28,3,car
1.24,1307.83,2,4.64,5,bike
13.87,3514.96,2,4.54,3,auto
283.56,4967.36,4,1.51,4,bus
215.87,2854.08,4,10.99,3,bus
5.46,3389.84,2,9.48,2,auto
287.42,3749.17,5,18.4,4,bus
145.8,5232.24,5,17.49,3,bus
10.19,2346.54,2,12.59,5,auto
14.88,947.38,3,2.67,4,auto
11.23,1942.79,2,3.77,5,auto
295.03,2723.06,4,7.03,4,bus
256.23,1877.24,5,11.25,5,bus
222.59,3597.34,5,1.69,4,bus
269.43,3020.67,3,1.54,4,bus
181.82,15637.56,3,0.39,5,car
132.32,5265.08,1,16.81,4,bus
148.62,4680.84,1,5.34,5,bus
182.34,3430.98,5,14.5,5,bus
295.55,10507.18,2,17.97,4,car
77.99,17715.87,5,14.08,4,car
29.84,2454.15,2,5.81,4,bus
45.5,17612.39,2,5.01,2,car
245.85,15866.52,5,9.29,1,car
104.95,17738.95,4,4.28,4,car
79.51,6049.99,4,10.26,2,car
9.53,2899.38,2,10.31,5,auto
11.45,996.26,2,10.85,5,auto
281.17,1090.62,3,11.15,3,bus
15.61,8700.18,3,8.66,1,car
11.18,3859.35,1,1.64,5,auto
10.85,2853.22,2,5.6,4,auto
8.42,1307.6,3,12.36,4,auto
180.6,2537.39,5,10.31,3,bus
200.86,2047.96,1,7.02,3,bus
327.98,14977.34,2,2.21,3,car
286.6,4706.41,1,19.98,5,bus
10.54,1254.84,1,6.33,4,auto
260.45,2466.47,2,4.7,5,bus
11.65,3445.46,3,4.33,4,auto
270.8,1130.25,1,15.64,3,bus
309.03,21076.15,5,17.98,4,car
7.19,1662.44,1,10.42,2,auto
212.79,6035.26,5,7.6,5,car
130.9,1896.21,2,17.72,3,bus
10.72,1781.64,1,1.7,4,bike
161.35,12240.02,5,6.01,2,car
8.64,2264.58,2,5.5,3,bike
56.6,4022.69,5,8.56,4,bus
2.71,1893.7,2,1.04,2,auto
240.9,4485.57,4,0.96,3,bus
12.47,3645.21,2,9.49,3,auto
15.38,960.69,2,5.69,2,auto
30.54,17103.15,4,22.61,5,car
23.0,13450.51,5,1.39,5,car
142.65,2839.35,2,4.79,4,bus
15.24,2671.48,2,12.04,4,auto
179.3,6514.68,2,13.65,1,car
191.36,2378.35,2,0.94,4,bus
8.58,2083.7,1,1.11,4,bike
3.1,1311.69,1,3.81,2,bike
17.83,3646.46,2,2.93,3,auto
8.32,3130.79,2,10.07,3,auto
4.18,2723.48,1,7.06,2,bike
13.44,2698.11,1,6.82,3,auto
21.61,6838.84,3,10.05,2,car
235.01,4383.08,4,0.8,5,bus
111.88,1241.98,3,10.21,5,bus
85.69,18454.15,5,9.29,2,car
15.37,1863.01,2,11.57,3,auto
85.11,4078.11,2,1.99,4,car
16.68,1729.61,2,13.35,2,auto
19.57,10367.61,2,7.5,4,car
11.29,3795.0,2,7.22,2,auto
40.56,19386.7,5,11.5,4,car
14.42,2756.28,3,10.1,4,auto
5.99,806.46,1,1.76,2,auto
14.81,1435.68,1,6.5,4,bike
14.73,1360.39,2,3.31,3,auto
239.63,10685.39,2,3.21,4,car
274.37,17780.26,2,23.24,4,car
14.56,2496.79,1,7.84,3,bike
8.95,3276.41,2,13.39,2,auto
265.96,5286.33,3,14.02,4,bus
28.88,3407.35,4,19.78,4,bus
9.82,3550.58,2,10.42,2,auto
11.65,2780.77,3,11.64,3,auto
3.91,566.33,1,4.66,5,bike
2.24,801.59,1,1.65,3,bike
53.36,3305.77,2,1.46,5,bus
5.77,783.68,2,7.02,4,bike
208.97,2075.8,1,15.2,4,bus
10.75,1349.69,1,0.52,4,bike
212.03,6903.95,2,14.46,1,car
112.95,18811.44,2,21.61,2,car
7.05,1279.54,1,3.52,5,bike
3.34,761.42,1,5.65,3,bike
13.23,2090.73,1,1.28,3,bike
138.0,15388.3,3,21.2,4,car
10.05,1748.33,1,1.19,3,bike
11.72,1744.96,1,9.77,3,auto
194.38,23650.73,4,21.29,4,car
181.62,4033.17,2,11.96,4,bus
223.08,2621.77,5,7.74,3,bus
105.27,1111.87,4,4.54,4,bus
2.83,1411.58,2,10.98,5,auto
72.34,3003.73,5,13.53,4,bus
171.11,1348.68,2,12.41,4,bus
14.02,1027.22,1,5.32,4,auto
23.86,11046.7,2,0.75,3,car
5.01,1977.08,1,0.3,3,bike
345.54,17006.31,5,24.08,3,car
5.99,1202.34,1,1.13,4,bike
90.24,3293.45,1,17.88,4,bus
36.86,2339.43,1,6.29,5,bus
11.17,1261.88,1,2.25,4,bike
12.92,500.83,1,4.82,4,bike
8.21,2938.85,1,4.46,3,bike
12.82,1242.99,2,8.54,4,auto
11.26,1037.35,1,2.1,4,bike
17.75,2066.27,2,4.23,3,auto
285.38,1635.4,2,2.17,5,bus
15.36,3919.01,1,3.47,5,auto
2.0,2886.65,1,3.04,5,bike
107.2,5579.24,2,14.72,4,car
7.37,3198.05,2,14.79,2,auto
103.31,24047.44,3,19.57,4,car
7.07,609.15,1,0.17,4,bike
205.79,19505.38,4,7.7,4,car
81.78,1621.56,5,4.19,3,bus
66.18,1560.77,2,10.75,3,bus
77.5,9656.55,4,3.69,1,car
165.93,1674.0,2,14.59,3,bus
8.68,2032.25,1,6.78,3,bike
36.6,16060.16,2,13.63,3,car
14.74,3211.95,1,5.04,5,auto
37.34,21423.04,4,14.75,4,car
2.43,2635.52,1,6.61,4,bike
17.02,1919.53,1,9.84,4,auto
10.86,2776.56,1,2.69,4,bike
1.67,2453.79,1,6.0,5,bike
161.25,17309.74,4,18.03,3,car
10.17,3425.92,2,7.27,4,auto
14.59,2855.79,1,2.84,3,bike
6.68,2220.54,1,4.52,5,auto
292.24,12981.05,2,17.25,5,car
117.31,7310.88,5,29.43,5,car
202.55,24183.48,4,6.29,4,car
147.91,4805.5,2,3.9,4,bus
13.2,1134.09,2,10.85,3,auto
73.18,3073.2,4,4.95,3,bus
223.31,2651.33,3,8.55,4,bus
27.16,4545.87,3,4.97,5,bus
150.67,1237.19,1,19.58,4,bus
91.4,4242.05,4,23.5,3,car
222.23,10506.79,2,29.84,1,car
191.68,4625.21,1,17.96,3,bus
7.59,955.27,1,4.1,2,bike
7.85,2964.13,1,5.38,4,bike
13.24,1012.89,1,13.74,5,auto
17.54,1860.31,2,2.94,4,auto
98.22,2569.92,5,1.05,3,bus
68.07,4635.24,3,6.91,4,bus
45.09,16405.83,5,4.81,2,car
126.04,4794.15,4,13.01,5,bus
5.97,2892.0,1,3.86,3,bike
55.62,5116.13,1,13.18,4,bus
4.7,1925.78,2,7.61,4,auto
14.05,3260.55,2,11.49,5,auto
50.35,4941.7,5,15.13,4,bus
16.1,3625.33,2,3.17,2,auto
9.41,2759.31,2,5.95,5,bike
14.46,2611.33,1,4.32,5,bike
4.15,950.03,1,0.83,4,bike
10.34,3923.24,1,0.25,4,auto
6.42,2909.56,1,1.07,2,bike
198.44,1318.13,3,19.92,4,bus
8.61,2766.18,1,0.94,3,bike
8.39,1845.74,1,12.4,2,auto
2.67,2283.11,1,4.49,4,bike
5.62,1773.44,2,3.46,4,auto
141.56,10650.37,5,17.47,3,car
74.48,23218.51,2,8.61,1,car
234.29,5182.32,2,0.65,5,bus
255.93,19650.07,3,27.28,3,car
4.84,1741.65,1,14.12,2,auto
231.35,2392.58,3,18.56,3,bus
191.9,24358.27,5,21.61,3,car
84.29,17734.48,2,7.8,4,car
17.97,2965.83,3,4.42,4,auto
309.94,13108.2,3,0.25,5,car
2.25,2665.36,1,6.75,2,auto
14.66,3730.52,2,4.6,4,auto
6.56,1566.97,1,2.8,3,bike
340.97,24574.42,5,28.26,2,car
16.68,3289.0,3,13.54,2,auto
16.64,3551.44,1,11.81,3,auto
88.22,3108.71,1,17.74,5,bus
74.19,16184.8,2,27.43,5,car
2.12,1501.02,1,1.62,3,auto
290.97,3959.94,3,12.86,3,bus
8.38,2298.38,2,0.64,2,bike
177.2,17610.14,5,17.7,3,car
11.8,3803.14,2,1.15,4,auto
10.79,2506.4,2,11.22,2,auto
10.57,690.33,2,3.96,5,bike
4.58,601.08,1,0.89,5,bike
170.23,4869.73,3,12.26,3,bus
7.96,1349.44,2,4.36,5,bike
249.77,2765.2,3,14.6,3,bus
11.79,2611.96,1,5.01,5,bike
15.92,1988.95,2,7.85,3,auto
120.43,2205.07,1,15.55,4,bus
12.87,2310.79,1,3.24,5,bike
10.32,2470.25,2,11.28,2,auto
186.68,3426.37,3,12.45,3,bus
330.31,22099.49,2,16.52,5,car
13.85,1561.32,1,6.53,5,bike
10.88,3192.94,3,6.21,5,auto
96.59,2798.46,3,19.21,5,bus
289.89,9990.13,5,22.45,1,car
4.36,689.66,1,1.02,4,bike
133.87,16866.37,2,8.22,1,car
9.05,1223.69,2,9.29,2,auto
127.95,3280.09,2,5.54,3,bus
267.19,3128.46,3,3.81,4,bus
2.79,1125.04,1,6.94,5,bike
188.55,4138.52,3,8.21,4,bus
6.13,1490.43,1,3.11,2,bike
280.59,1110.9,2,1.5,3,bus
9.88,2494.79,1,7.32,5,bike
1.66,1171.68,1,3.99,3,bike
340.83,16743.36,3,13.28,1,car
146.35,4911.29,5,9.36,3,bus
182.25,9718.0,4,9.35,1,car
277.38,2906.97,2,5.24,3,bus
251.83,2700.97,2,11.54,5,bus
249.84,2266.65,5,2.87,5,bus
8.32,1381.69,1,12.41,3,auto
176.51,2513.77,1,1.72,5,bus
277.75,1054.01,1,12.47,4,bus
