spot_name,district,category,year,month,season,festival,total_visitors,estimated_visitors
Medak Fort,Medak,Fort,2025,February,Winter,Maha Shivaratri,6131,6131
Medak Fort,Medak,Fort,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4926,4926
Medak Fort,Medak,Fort,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4600,4600
Medak Fort,Medak,Fort,2025,May,Summer,May Day,5559,5559
Medak Fort,Medak,Fort,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3752,3752
Medak Fort,Medak,Fort,2025,July,Monsoon,Bonalu,3642,3642
Medak Fort,Medak,Fort,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3529,3529
Medak Fort,Medak,Fort,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3816,3816
Medak Fort,Medak,Fort,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",8060,8060
Medak Fort,Medak,Fort,2025,November,Post-Monsoon,No Major Festival / Public Holiday,5712,5712
Medak Fort,Medak,Fort,2025,December,Winter,Christmas,9240,9240
Medaram,Mulugu,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",424,424
Medaram,Mulugu,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,462,462
Medaram,Mulugu,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",350,350
Medaram,Mulugu,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",322,322
Medaram,Mulugu,Other/Cultural Site,2024,May,Summer,May Day,395,395
Medaram,Mulugu,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",274,274
Medaram,Mulugu,Other/Cultural Site,2024,July,Monsoon,Bonalu,277,277
Medaram,Mulugu,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",260,260
Medaram,Mulugu,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",256,256
Medaram,Mulugu,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",403,403
Medaram,Mulugu,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,411,411
Medaram,Mulugu,Other/Cultural Site,2024,December,Winter,Christmas,425,425
Medaram,Mulugu,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",449,449
Medaram,Mulugu,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,413,413
Medaram,Mulugu,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",314,314
Medaram,Mulugu,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",327,327
Medaram,Mulugu,Other/Cultural Site,2025,May,Summer,May Day,395,395
Medaram,Mulugu,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",256,256
Medaram,Mulugu,Other/Cultural Site,2025,July,Monsoon,Bonalu,262,262
Medaram,Mulugu,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",256,256
Medaram,Mulugu,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),252,252
Medaram,Mulugu,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",393,393
Medaram,Mulugu,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,425,425
Medaram,Mulugu,Other/Cultural Site,2025,December,Winter,Christmas,432,432
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",482,482
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,February,Winter,No Major Festival / Public Holiday,520,520
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,March,Summer,"Maha Shivaratri, Holi",358,358
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",395,395
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,May,Summer,May Day,457,457
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",289,289
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,July,Monsoon,Bonalu,286,286
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",316,316
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",284,284
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",443,443
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,November,Post-Monsoon,Diwali/Deepavali,451,451
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2024,December,Winter,Christmas,507,507
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",502,502
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,February,Winter,Maha Shivaratri,477,477
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",370,370
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",368,368
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,May,Summer,May Day,444,444
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",296,296
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,July,Monsoon,Bonalu,307,307
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",289,289
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),295,295
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",453,453
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,486,486
Medigadda Barrage Complex,Mancherial,Dam/Barrage,2025,December,Winter,Christmas,527,527
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",331,331
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,February,Winter,No Major Festival / Public Holiday,256,256
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,March,Summer,"Maha Shivaratri, Holi",178,178
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",187,187
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,May,Summer,May Day,225,225
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",153,153
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,July,Monsoon,Bonalu,154,154
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",146,146
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",155,155
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",314,314
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,November,Post-Monsoon,Diwali/Deepavali,228,228
Megalithic Burial Site,Hyderabad,Monument/Tomb,2024,December,Winter,Christmas,359,359
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",358,358
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,February,Winter,Maha Shivaratri,264,264
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",183,183
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",193,193
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,May,Summer,May Day,233,233
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",157,157
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,July,Monsoon,Bonalu,143,143
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",154,154
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),151,151
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",313,313
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,November,Post-Monsoon,No Major Festival / Public Holiday,229,229
Megalithic Burial Site,Hyderabad,Monument/Tomb,2025,December,Winter,Christmas,343,343
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",1019,1019
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,February,Winter,No Major Festival / Public Holiday,746,746
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,March,Summer,"Maha Shivaratri, Holi",544,544
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",599,599
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,May,Summer,May Day,720,720
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",461,461
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,July,Monsoon,Bonalu,428,428
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",464,464
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",466,466
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",997,997
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,November,Post-Monsoon,Diwali/Deepavali,658,658
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2024,December,Winter,Christmas,1068,1068
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",1092,1092
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,February,Winter,Maha Shivaratri,756,756
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",580,580
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",567,567
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,May,Summer,May Day,692,692
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",424,424
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,July,Monsoon,Bonalu,457,457
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",427,427
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),446,446
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",941,941
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,November,Post-Monsoon,No Major Festival / Public Holiday,693,693
Mehboob Chowk Clock Tower,Hyderabad,Monument/Tomb,2025,December,Winter,Christmas,1003,1003
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",16749,16749
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,February,Winter,No Major Festival / Public Holiday,9253,9253
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7065,7065
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7009,7009
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,May,Summer,May Day,6699,6699
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4303,4303
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,July,Monsoon,Bonalu,4370,4370
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4437,4437
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4739,4739
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",17478,17478
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,7177,7177
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2024,December,Winter,Christmas,7689,7689
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15732,15732
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,February,Winter,Maha Shivaratri,7712,7712
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7210,7210
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5795,5795
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,May,Summer,May Day,6768,6768
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4768,4768
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,July,Monsoon,Bonalu,4372,4372
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4380,4380
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),4732,4732
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",16266,16266
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,9181,9181
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Temple,2025,December,Winter,Christmas,7702,7702
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",472,472
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,February,Winter,No Major Festival / Public Holiday,491,491
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,March,Summer,"Maha Shivaratri, Holi",394,394
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",389,389
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,May,Summer,May Day,457,457
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",283,283
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,July,Monsoon,Bonalu,297,297
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",298,298
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",315,315
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",467,467
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,November,Post-Monsoon,Diwali/Deepavali,449,449
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2024,December,Winter,Christmas,501,501
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",473,473
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,February,Winter,Maha Shivaratri,528,528
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",373,373
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",378,378
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,May,Summer,May Day,452,452
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",306,306
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,July,Monsoon,Bonalu,305,305
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",307,307
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),291,291
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",449,449
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,439,439
Mid Manair Dam,Rajanna Sircilla,Dam/Barrage,2025,December,Winter,Christmas,509,509
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",783,783
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,February,Winter,No Major Festival / Public Holiday,726,726
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,March,Summer,"Maha Shivaratri, Holi",573,573
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",548,548
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,May,Summer,May Day,657,657
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",472,472
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,July,Monsoon,Bonalu,467,467
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",464,464
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",425,425
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",718,718
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,November,Post-Monsoon,Diwali/Deepavali,684,684
Mir Alam Tank,Hyderabad,Lake/Reservoir,2024,December,Winter,Christmas,735,735
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",754,754
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,February,Winter,Maha Shivaratri,713,713
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",587,587
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",575,575
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,May,Summer,May Day,664,664
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",433,433
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,July,Monsoon,Bonalu,432,432
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",426,426
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),454,454
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",718,718
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,November,Post-Monsoon,No Major Festival / Public Holiday,650,650
Mir Alam Tank,Hyderabad,Lake/Reservoir,2025,December,Winter,Christmas,709,709
Molangur Fort,Karimnagar,Fort,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",8441,8441
Molangur Fort,Karimnagar,Fort,2024,February,Winter,No Major Festival / Public Holiday,6139,6139
Molangur Fort,Karimnagar,Fort,2024,March,Summer,"Maha Shivaratri, Holi",4536,4536
Molangur Fort,Karimnagar,Fort,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",4539,4539
Molangur Fort,Karimnagar,Fort,2024,May,Summer,May Day,5871,5871
Molangur Fort,Karimnagar,Fort,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3911,3911
Molangur Fort,Karimnagar,Fort,2024,July,Monsoon,Bonalu,3958,3958
Molangur Fort,Karimnagar,Fort,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3807,3807
Molangur Fort,Karimnagar,Fort,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3607,3607
Molangur Fort,Karimnagar,Fort,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",7669,7669
Molangur Fort,Karimnagar,Fort,2024,November,Post-Monsoon,Diwali/Deepavali,5965,5965
Molangur Fort,Karimnagar,Fort,2024,December,Winter,Christmas,8832,8832
Molangur Fort,Karimnagar,Fort,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",8874,8874
Molangur Fort,Karimnagar,Fort,2025,February,Winter,Maha Shivaratri,6461,6461
Molangur Fort,Karimnagar,Fort,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4865,4865
Molangur Fort,Karimnagar,Fort,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4940,4940
Molangur Fort,Karimnagar,Fort,2025,May,Summer,May Day,5443,5443
Molangur Fort,Karimnagar,Fort,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3861,3861
Molangur Fort,Karimnagar,Fort,2025,July,Monsoon,Bonalu,3907,3907
Molangur Fort,Karimnagar,Fort,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3653,3653
Molangur Fort,Karimnagar,Fort,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3813,3813
Molangur Fort,Karimnagar,Fort,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",7870,7870
Molangur Fort,Karimnagar,Fort,2025,November,Post-Monsoon,No Major Festival / Public Holiday,6066,6066
Molangur Fort,Karimnagar,Fort,2025,December,Winter,Christmas,8260,8260
Moula Ali Dargah,Hyderabad,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15800,15800
Moula Ali Dargah,Hyderabad,Temple,2024,February,Winter,No Major Festival / Public Holiday,9920,9920
Moula Ali Dargah,Hyderabad,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7172,7172
Moula Ali Dargah,Hyderabad,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7104,7104
Moula Ali Dargah,Hyderabad,Temple,2024,May,Summer,May Day,7051,7051
Moula Ali Dargah,Hyderabad,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4550,4550
Moula Ali Dargah,Hyderabad,Temple,2024,July,Monsoon,Bonalu,4637,4637
Moula Ali Dargah,Hyderabad,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4397,4397
Moula Ali Dargah,Hyderabad,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4471,4471
Moula Ali Dargah,Hyderabad,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",17054,17054
Moula Ali Dargah,Hyderabad,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,7300,7300
Moula Ali Dargah,Hyderabad,Temple,2024,December,Winter,Christmas,7313,7313
Moula Ali Dargah,Hyderabad,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",16093,16093
Moula Ali Dargah,Hyderabad,Temple,2025,February,Winter,Maha Shivaratri,7369,7369
Moula Ali Dargah,Hyderabad,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7467,7467
Moula Ali Dargah,Hyderabad,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5530,5530
Moula Ali Dargah,Hyderabad,Temple,2025,May,Summer,May Day,7243,7243
Moula Ali Dargah,Hyderabad,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4373,4373
Moula Ali Dargah,Hyderabad,Temple,2025,July,Monsoon,Bonalu,4713,4713
Moula Ali Dargah,Hyderabad,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4285,4285
Moula Ali Dargah,Hyderabad,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),4584,4584
Moula Ali Dargah,Hyderabad,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",18092,18092
Moula Ali Dargah,Hyderabad,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,8613,8613
Moula Ali Dargah,Hyderabad,Temple,2025,December,Winter,Christmas,7921,7921
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",418,418
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,445,445
Mount Opera,Ranga Reddy,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",320,320
